"","X","eff.mon.initial","eff.mon.final","fut.mon.initial","fut.mon.final","ss.initial","ss.final","mle.initial.IP","mle.final.IP","mle.initial.PC","mle.final.PC","post.mean.initial.IP","post.mean.final.IP","post.mean.initial.PC","post.mean.final.PC","cov.initial","cov.final","eff.mix.prob","idx"
"1",1,0.64,0.64,0,0,94.4,95.72,0.619310056938439,0.621086633672841,0.396510517937015,0.394453864687458,0.444443068403595,0.443774953791213,0.13138569900212,0.133269304654319,0,0,0.543449205484612,100
"2",1,0,0,0,0,100,100,0.401379310344828,0.401379310344828,0.395238095238095,0.395238095238095,0.382278663500948,0.382278663500948,0.0339152558391744,0.0339152558391744,1,1,0.912658212289529,101
"3",1,0.04,0.04,0,0,99.6,99.72,0.462962962962963,0.463571428571429,0.394126984126984,0.393796653796654,0.398311051607189,0.398305108822732,0.0626487111616089,0.0630452466530401,0.92,0.92,0.810222922499168,102
"4",1,0.08,0.08,0,0,99.2,99.32,0.49352323838081,0.49316091954023,0.39624649859944,0.395809523809524,0.407870979546044,0.407513678186082,0.0756563639272409,0.0757147707876207,0.2,0.2,0.759954333755585,103
"5",1,0.24,0.24,0,0,98,98.48,0.560337814995392,0.560572191974188,0.398661454909133,0.397775335775336,0.427476592369551,0.427005346245081,0.105642870016354,0.106227374355722,0.04,0.04,0.591818762275568,104
"6",1,0.64,0.64,0,0,94.4,95.72,0.619310056938439,0.621086633672841,0.396510517937015,0.394453864687458,0.444443068403595,0.443774953791213,0.13138569900212,0.133269304654319,0,0,0.543449205484612,105
"7",1,0,0,0,0,100,100,0.401379310344828,0.401379310344828,0.395238095238095,0.395238095238095,0.382278663500948,0.382278663500948,0.0339152558391744,0.0339152558391744,1,1,0.912658212289529,106
"8",1,0.04,0.04,0,0,99.6,99.72,0.462962962962963,0.463571428571429,0.394126984126984,0.393796653796654,0.398311051607189,0.398305108822732,0.0626487111616089,0.0630452466530401,0.92,0.92,0.810222922499168,107
"9",1,0.08,0.08,0,0,99.2,99.32,0.49352323838081,0.49316091954023,0.39624649859944,0.395809523809524,0.407870979546044,0.407513678186082,0.0756563639272409,0.0757147707876207,0.2,0.2,0.759954333755585,108
"10",1,0.24,0.24,0,0,98,98.48,0.560337814995392,0.560572191974188,0.398661454909133,0.397775335775336,0.427476592369551,0.427005346245081,0.105642870016354,0.106227374355722,0.04,0.04,0.591818762275568,109
"11",1,0.432,0.396,0,0,92.84,93.839,0.631967370751764,0.631691632330435,0.384190493626884,0.385657166272886,0.443824140851901,0.443856778158881,0.137509028271273,0.137800269585214,0.002,0.002,0.75,10
"12",1,0.64,0.64,0,0,94.4,95.72,0.619310056938439,0.621086633672841,0.396510517937015,0.394453864687458,0.444443068403595,0.443774953791213,0.13138569900212,0.133269304654319,0,0,0.543449205484612,110
"13",1,0,0,0,0,100,100,0.401379310344828,0.401379310344828,0.395238095238095,0.395238095238095,0.382278663500948,0.382278663500948,0.0339152558391744,0.0339152558391744,1,1,0.912658212289529,111
"14",1,0.04,0.04,0,0,99.6,99.72,0.462962962962963,0.463571428571429,0.394126984126984,0.393796653796654,0.398311051607189,0.398305108822732,0.0626487111616089,0.0630452466530401,0.92,0.92,0.810222922499168,112
"15",1,0.08,0.08,0,0,99.2,99.32,0.49352323838081,0.49316091954023,0.39624649859944,0.395809523809524,0.407870979546044,0.407513678186082,0.0756563639272409,0.0757147707876207,0.2,0.2,0.759954333755585,113
"16",1,0.24,0.24,0,0,98,98.48,0.560337814995392,0.560572191974188,0.398661454909133,0.397775335775336,0.427476592369551,0.427005346245081,0.105642870016354,0.106227374355722,0.04,0.04,0.591818762275568,114
"17",1,0.64,0.64,0,0,94.4,95.72,0.619310056938439,0.621086633672841,0.396510517937015,0.394453864687458,0.444443068403595,0.443774953791213,0.13138569900212,0.133269304654319,0,0,0.543449205484612,115
"18",1,0,0,0,0,100,100,0.401379310344828,0.401379310344828,0.395238095238095,0.395238095238095,0.382278663500948,0.382278663500948,0.0339152558391744,0.0339152558391744,1,1,0.912658212289529,116
"19",1,0.04,0.04,0,0,99.6,99.72,0.462962962962963,0.463571428571429,0.394126984126984,0.393796653796654,0.398311051607189,0.398305108822732,0.0626487111616089,0.0630452466530401,0.92,0.92,0.810222922499168,117
"20",1,0.08,0.08,0,0,99.2,99.32,0.49352323838081,0.49316091954023,0.39624649859944,0.395809523809524,0.407870979546044,0.407513678186082,0.0756563639272409,0.0757147707876207,0.2,0.2,0.759954333755585,118
"21",1,0.24,0.24,0,0,98,98.48,0.560337814995392,0.560572191974188,0.398661454909133,0.397775335775336,0.427476592369551,0.427005346245081,0.105642870016354,0.106227374355722,0.04,0.04,0.591818762275568,119
"22",1,0.008,0.005,0,0,99.91,99.922,0.391980423115312,0.391938509460806,0.391439646344263,0.391523214285714,0.377032194466041,0.377053851757143,0.0316466169953222,0.031615113973609,0.983,0.983,0.5,11
"23",1,0.64,0.64,0,0,94.4,95.72,0.619310056938439,0.621086633672841,0.396510517937015,0.394453864687458,0.444443068403595,0.443774953791213,0.13138569900212,0.133269304654319,0,0,0.543449205484612,120
"24",1,0,0,0,0,100,100,0.401379310344828,0.401379310344828,0.395238095238095,0.395238095238095,0.382278663500948,0.382278663500948,0.0339152558391744,0.0339152558391744,1,1,0.912658212289529,121
"25",1,0.04,0.04,0,0,99.6,99.72,0.462962962962963,0.463571428571429,0.394126984126984,0.393796653796654,0.398311051607189,0.398305108822732,0.0626487111616089,0.0630452466530401,0.92,0.92,0.810222922499168,122
"26",1,0.08,0.08,0,0,99.2,99.32,0.49352323838081,0.49316091954023,0.39624649859944,0.395809523809524,0.407870979546044,0.407513678186082,0.0756563639272409,0.0757147707876207,0.2,0.2,0.759954333755585,123
"27",1,0.24,0.24,0,0,98,98.48,0.560337814995392,0.560572191974188,0.398661454909133,0.397775335775336,0.427476592369551,0.427005346245081,0.105642870016354,0.106227374355722,0.04,0.04,0.591818762275568,124
"28",1,0.64,0.64,0,0,94.4,95.72,0.619310056938439,0.621086633672841,0.396510517937015,0.394453864687458,0.444443068403595,0.443774953791213,0.13138569900212,0.133269304654319,0,0,0.543449205484612,125
"29",1,0,0,0,0,100,100,0.401379310344828,0.401379310344828,0.395238095238095,0.395238095238095,0.382278663500948,0.382278663500948,0.0339152558391744,0.0339152558391744,1,1,0.912658212289529,126
"30",1,0.04,0.04,0,0,99.6,99.72,0.462962962962963,0.463571428571429,0.394126984126984,0.393796653796654,0.398311051607189,0.398305108822732,0.0626487111616089,0.0630452466530401,0.92,0.92,0.810222922499168,127
"31",1,0.08,0.08,0,0,99.2,99.32,0.49352323838081,0.49316091954023,0.39624649859944,0.395809523809524,0.407870979546044,0.407513678186082,0.0756563639272409,0.0757147707876207,0.2,0.2,0.759954333755585,128
"32",1,0.24,0.24,0,0,98,98.48,0.560337814995392,0.560572191974188,0.398661454909133,0.397775335775336,0.427476592369551,0.427005346245081,0.105642870016354,0.106227374355722,0.04,0.04,0.591818762275568,129
"33",1,0.047,0.033,0,0,99.18,99.3,0.452923491281554,0.452705340639753,0.39017673044309,0.390507589030266,0.393234325457583,0.393289028606255,0.0595908685110375,0.0594877498349729,0.854,0.855,0.5,12
"34",1,0.64,0.64,0,0,94.4,95.72,0.619310056938439,0.621086633672841,0.396510517937015,0.394453864687458,0.444443068403595,0.443774953791213,0.13138569900212,0.133269304654319,0,0,0.543449205484612,130
"35",1,0,0,0,0,100,100,0.401379310344828,0.401379310344828,0.395238095238095,0.395238095238095,0.382278663500948,0.382278663500948,0.0339152558391744,0.0339152558391744,1,1,0.912658212289529,131
"36",1,0.04,0.04,0,0,99.6,99.72,0.462962962962963,0.463571428571429,0.394126984126984,0.393796653796654,0.398311051607189,0.398305108822732,0.0626487111616089,0.0630452466530401,0.92,0.92,0.810222922499168,132
"37",1,0.08,0.08,0,0,99.2,99.32,0.49352323838081,0.49316091954023,0.39624649859944,0.395809523809524,0.407870979546044,0.407513678186082,0.0756563639272409,0.0757147707876207,0.2,0.2,0.759954333755585,133
"38",1,0.24,0.24,0,0,98,98.48,0.560337814995392,0.560572191974188,0.398661454909133,0.397775335775336,0.427476592369551,0.427005346245081,0.105642870016354,0.106227374355722,0.04,0.04,0.591818762275568,134
"39",1,0.64,0.64,0,0,94.4,95.72,0.619310056938439,0.621086633672841,0.396510517937015,0.394453864687458,0.444443068403595,0.443774953791213,0.13138569900212,0.133269304654319,0,0,0.543449205484612,135
"40",1,0,0,0,0,100,100,0.401379310344828,0.401379310344828,0.395238095238095,0.395238095238095,0.382278663500948,0.382278663500948,0.0339152558391744,0.0339152558391744,1,1,0.912658212289529,136
"41",1,0.04,0.04,0,0,99.6,99.72,0.462962962962963,0.463571428571429,0.394126984126984,0.393796653796654,0.398311051607189,0.398305108822732,0.0626487111616089,0.0630452466530401,0.92,0.92,0.810222922499168,137
"42",1,0.08,0.08,0,0,99.2,99.32,0.49352323838081,0.49316091954023,0.39624649859944,0.395809523809524,0.407870979546044,0.407513678186082,0.0756563639272409,0.0757147707876207,0.2,0.2,0.759954333755585,138
"43",1,0.24,0.24,0,0,98,98.48,0.560337814995392,0.560572191974188,0.398661454909133,0.397775335775336,0.427476592369551,0.427005346245081,0.105642870016354,0.106227374355722,0.04,0.04,0.591818762275568,139
"44",1,0.17,0.143,0,0,96.91,97.303,0.511544792855603,0.511195741647761,0.387087141550332,0.387899669876978,0.408497942901675,0.40855241196421,0.0861455483268144,0.0860606353924327,0.402,0.397,0.5,13
"45",1,0.64,0.64,0,0,94.4,95.72,0.619310056938439,0.621086633672841,0.396510517937015,0.394453864687458,0.444443068403595,0.443774953791213,0.13138569900212,0.133269304654319,0,0,0.543449205484612,140
"46",1,0,0,0,0,100,100,0.401379310344828,0.401379310344828,0.395238095238095,0.395238095238095,0.382278663500948,0.382278663500948,0.0339152558391744,0.0339152558391744,1,1,0.912658212289529,141
"47",1,0.04,0.04,0,0,99.6,99.72,0.462962962962963,0.463571428571429,0.394126984126984,0.393796653796654,0.398311051607189,0.398305108822732,0.0626487111616089,0.0630452466530401,0.92,0.92,0.810222922499168,142
"48",1,0.08,0.08,0,0,99.2,99.32,0.49352323838081,0.49316091954023,0.39624649859944,0.395809523809524,0.407870979546044,0.407513678186082,0.0756563639272409,0.0757147707876207,0.2,0.2,0.759954333755585,143
"49",1,0.24,0.24,0,0,98,98.48,0.560337814995392,0.560572191974188,0.398661454909133,0.397775335775336,0.427476592369551,0.427005346245081,0.105642870016354,0.106227374355722,0.04,0.04,0.591818762275568,144
"50",1,0.64,0.64,0,0,94.4,95.72,0.619310056938439,0.621086633672841,0.396510517937015,0.394453864687458,0.444443068403595,0.443774953791213,0.13138569900212,0.133269304654319,0,0,0.543449205484612,145
"51",1,0,0,0,0,100,100,0.401379310344828,0.401379310344828,0.395238095238095,0.395238095238095,0.382278663500948,0.382278663500948,0.0339152558391744,0.0339152558391744,1,1,0.912658212289529,146
"52",1,0.04,0.04,0,0,99.6,99.72,0.462962962962963,0.463571428571429,0.394126984126984,0.393796653796654,0.398311051607189,0.398305108822732,0.0626487111616089,0.0630452466530401,0.92,0.92,0.810222922499168,147
"53",1,0.08,0.08,0,0,99.2,99.32,0.49352323838081,0.49316091954023,0.39624649859944,0.395809523809524,0.407870979546044,0.407513678186082,0.0756563639272409,0.0757147707876207,0.2,0.2,0.759954333755585,148
"54",1,0.24,0.24,0,0,98,98.48,0.560337814995392,0.560572191974188,0.398661454909133,0.397775335775336,0.427476592369551,0.427005346245081,0.105642870016354,0.106227374355722,0.04,0.04,0.591818762275568,149
"55",1,0.373,0.329,0,0,92.85,93.762,0.57118966043776,0.57081655086722,0.383812112270407,0.385449421606018,0.425188446292025,0.425377845702723,0.111775115683602,0.111816670963464,0.061,0.059,0.5,14
"56",1,0.64,0.64,0,0,94.4,95.72,0.619310056938439,0.621086633672841,0.396510517937015,0.394453864687458,0.444443068403595,0.443774953791213,0.13138569900212,0.133269304654319,0,0,0.543449205484612,150
"57",1,0,0,0,0,100,100,0.401379310344828,0.401379310344828,0.395238095238095,0.395238095238095,0.382278663500948,0.382278663500948,0.0339152558391744,0.0339152558391744,1,1,0.912658212289529,151
"58",1,0.04,0.04,0,0,99.6,99.72,0.462962962962963,0.463571428571429,0.394126984126984,0.393796653796654,0.398311051607189,0.398305108822732,0.0626487111616089,0.0630452466530401,0.92,0.92,0.810222922499168,152
"59",1,0.08,0.08,0,0,99.2,99.32,0.49352323838081,0.49316091954023,0.39624649859944,0.395809523809524,0.407870979546044,0.407513678186082,0.0756563639272409,0.0757147707876207,0.2,0.2,0.759954333755585,153
"60",1,0.24,0.24,0,0,98,98.48,0.560337814995392,0.560572191974188,0.398661454909133,0.397775335775336,0.427476592369551,0.427005346245081,0.105642870016354,0.106227374355722,0.04,0.04,0.591818762275568,154
"61",1,0.64,0.64,0,0,94.4,95.72,0.619310056938439,0.621086633672841,0.396510517937015,0.394453864687458,0.444443068403595,0.443774953791213,0.13138569900212,0.133269304654319,0,0,0.543449205484612,155
"62",1,0,0,0,0,100,100,0.401379310344828,0.401379310344828,0.395238095238095,0.395238095238095,0.382278663500948,0.382278663500948,0.0339152558391744,0.0339152558391744,1,1,0.912658212289529,156
"63",1,0.04,0.04,0,0,99.6,99.72,0.462962962962963,0.463571428571429,0.394126984126984,0.393796653796654,0.398311051607189,0.398305108822732,0.0626487111616089,0.0630452466530401,0.92,0.92,0.810222922499168,157
"64",1,0.08,0.08,0,0,99.2,99.32,0.49352323838081,0.49316091954023,0.39624649859944,0.395809523809524,0.407870979546044,0.407513678186082,0.0756563639272409,0.0757147707876207,0.2,0.2,0.759954333755585,158
"65",1,0.24,0.24,0,0,98,98.48,0.560337814995392,0.560572191974188,0.398661454909133,0.397775335775336,0.427476592369551,0.427005346245081,0.105642870016354,0.106227374355722,0.04,0.04,0.591818762275568,159
"66",1,0.642,0.586,0,0,85.78,87.502,0.632206441233577,0.631847922055228,0.381518838915822,0.383737496831415,0.445080869473452,0.445089422700582,0.134616419102917,0.135110800508889,0.002,0.002,0.5,15
"67",1,0.64,0.64,0,0,94.4,95.72,0.619310056938439,0.621086633672841,0.396510517937015,0.394453864687458,0.444443068403595,0.443774953791213,0.13138569900212,0.133269304654319,0,0,0.543449205484612,160
"68",1,0,0,0,0,100,100,0.401379310344828,0.401379310344828,0.395238095238095,0.395238095238095,0.382278663500948,0.382278663500948,0.0339152558391744,0.0339152558391744,1,1,0.912658212289529,161
"69",1,0.04,0.04,0,0,99.6,99.72,0.462962962962963,0.463571428571429,0.394126984126984,0.393796653796654,0.398311051607189,0.398305108822732,0.0626487111616089,0.0630452466530401,0.92,0.92,0.810222922499168,162
"70",1,0.08,0.08,0,0,99.2,99.32,0.49352323838081,0.49316091954023,0.39624649859944,0.395809523809524,0.407870979546044,0.407513678186082,0.0756563639272409,0.0757147707876207,0.2,0.2,0.759954333755585,163
"71",1,0.24,0.24,0,0,98,98.48,0.560337814995392,0.560572191974188,0.398661454909133,0.397775335775336,0.427476592369551,0.427005346245081,0.105642870016354,0.106227374355722,0.04,0.04,0.591818762275568,164
"72",1,0.64,0.64,0,0,94.4,95.72,0.619310056938439,0.621086633672841,0.396510517937015,0.394453864687458,0.444443068403595,0.443774953791213,0.13138569900212,0.133269304654319,0,0,0.543449205484612,165
"73",1,0,0,0,0,100,100,0.401379310344828,0.401379310344828,0.395238095238095,0.395238095238095,0.382278663500948,0.382278663500948,0.0339152558391744,0.0339152558391744,1,1,0.912658212289529,166
"74",1,0.04,0.04,0,0,99.6,99.72,0.462962962962963,0.463571428571429,0.394126984126984,0.393796653796654,0.398311051607189,0.398305108822732,0.0626487111616089,0.0630452466530401,0.92,0.92,0.810222922499168,167
"75",1,0.08,0.08,0,0,99.2,99.32,0.49352323838081,0.49316091954023,0.39624649859944,0.395809523809524,0.407870979546044,0.407513678186082,0.0756563639272409,0.0757147707876207,0.2,0.2,0.759954333755585,168
"76",1,0.24,0.24,0,0,98,98.48,0.560337814995392,0.560572191974188,0.398661454909133,0.397775335775336,0.427476592369551,0.427005346245081,0.105642870016354,0.106227374355722,0.04,0.04,0.591818762275568,169
"77",1,0.047,0.042,0,0,99.09,99.21,0.392844044968858,0.392682971648703,0.38986815857078,0.390109511070018,0.37672795949721,0.3767531499588,0.0321933616288154,0.0321250495984775,0.985,0.984,0.25,16
"78",1,0.64,0.64,0,0,94.4,95.72,0.619310056938439,0.621086633672841,0.396510517937015,0.394453864687458,0.444443068403595,0.443774953791213,0.13138569900212,0.133269304654319,0,0,0.543449205484612,170
"79",1,0,0,0,0,100,100,0.401379310344828,0.401379310344828,0.395238095238095,0.395238095238095,0.382278663500948,0.382278663500948,0.0339152558391744,0.0339152558391744,1,1,0.912658212289529,171
"80",1,0.04,0.04,0,0,99.6,99.72,0.462962962962963,0.463571428571429,0.394126984126984,0.393796653796654,0.398311051607189,0.398305108822732,0.0626487111616089,0.0630452466530401,0.92,0.92,0.810222922499168,172
"81",1,0.08,0.08,0,0,99.2,99.32,0.49352323838081,0.49316091954023,0.39624649859944,0.395809523809524,0.407870979546044,0.407513678186082,0.0756563639272409,0.0757147707876207,0.2,0.2,0.759954333755585,173
"82",1,0.24,0.24,0,0,98,98.48,0.560337814995392,0.560572191974188,0.398661454909133,0.397775335775336,0.427476592369551,0.427005346245081,0.105642870016354,0.106227374355722,0.04,0.04,0.591818762275568,174
"83",1,0.64,0.64,0,0,94.4,95.72,0.619310056938439,0.621086633672841,0.396510517937015,0.394453864687458,0.444443068403595,0.443774953791213,0.13138569900212,0.133269304654319,0,0,0.543449205484612,175
"84",1,0,0,0,0,100,100,0.401379310344828,0.401379310344828,0.395238095238095,0.395238095238095,0.382278663500948,0.382278663500948,0.0339152558391744,0.0339152558391744,1,1,0.912658212289529,176
"85",1,0.04,0.04,0,0,99.6,99.72,0.462962962962963,0.463571428571429,0.394126984126984,0.393796653796654,0.398311051607189,0.398305108822732,0.0626487111616089,0.0630452466530401,0.92,0.92,0.810222922499168,177
"86",1,0.08,0.08,0,0,99.2,99.32,0.49352323838081,0.49316091954023,0.39624649859944,0.395809523809524,0.407870979546044,0.407513678186082,0.0756563639272409,0.0757147707876207,0.2,0.2,0.759954333755585,178
"87",1,0.24,0.24,0,0,98,98.48,0.560337814995392,0.560572191974188,0.398661454909133,0.397775335775336,0.427476592369551,0.427005346245081,0.105642870016354,0.106227374355722,0.04,0.04,0.591818762275568,179
"88",1,0.171,0.144,0,0,96.72,97.14,0.454765609081591,0.454093109100425,0.387579784432836,0.388064825208905,0.39327649100615,0.393125512138338,0.0601447682041456,0.0599865294323337,0.861,0.859,0.25,17
"89",1,0.64,0.64,0,0,94.4,95.72,0.619310056938439,0.621086633672841,0.396510517937015,0.394453864687458,0.444443068403595,0.443774953791213,0.13138569900212,0.133269304654319,0,0,0.543449205484612,180
"90",1,0,0,0,0,100,100,0.401379310344828,0.401379310344828,0.395238095238095,0.395238095238095,0.382278663500948,0.382278663500948,0.0339152558391744,0.0339152558391744,1,1,0.912658212289529,181
"91",1,0.04,0.04,0,0,99.6,99.72,0.462962962962963,0.463571428571429,0.394126984126984,0.393796653796654,0.398311051607189,0.398305108822732,0.0626487111616089,0.0630452466530401,0.92,0.92,0.810222922499168,182
"92",1,0.08,0.08,0,0,99.2,99.32,0.49352323838081,0.49316091954023,0.39624649859944,0.395809523809524,0.407870979546044,0.407513678186082,0.0756563639272409,0.0757147707876207,0.2,0.2,0.759954333755585,183
"93",1,0.24,0.24,0,0,98,98.48,0.560337814995392,0.560572191974188,0.398661454909133,0.397775335775336,0.427476592369551,0.427005346245081,0.105642870016354,0.106227374355722,0.04,0.04,0.591818762275568,184
"94",1,0.64,0.64,0,0,94.4,95.72,0.619310056938439,0.621086633672841,0.396510517937015,0.394453864687458,0.444443068403595,0.443774953791213,0.13138569900212,0.133269304654319,0,0,0.543449205484612,185
"95",1,0,0,0,0,100,100,0.401379310344828,0.401379310344828,0.395238095238095,0.395238095238095,0.382278663500948,0.382278663500948,0.0339152558391744,0.0339152558391744,1,1,0.912658212289529,186
"96",1,0.04,0.04,0,0,99.6,99.72,0.462962962962963,0.463571428571429,0.394126984126984,0.393796653796654,0.398311051607189,0.398305108822732,0.0626487111616089,0.0630452466530401,0.92,0.92,0.810222922499168,187
"97",1,0.08,0.08,0,0,99.2,99.32,0.49352323838081,0.49316091954023,0.39624649859944,0.395809523809524,0.407870979546044,0.407513678186082,0.0756563639272409,0.0757147707876207,0.2,0.2,0.759954333755585,188
"98",1,0.24,0.24,0,0,98,98.48,0.560337814995392,0.560572191974188,0.398661454909133,0.397775335775336,0.427476592369551,0.427005346245081,0.105642870016354,0.106227374355722,0.04,0.04,0.591818762275568,189
"99",1,0.354,0.302,0,0,92.57,93.506,0.512528263874945,0.512046480260606,0.383975765429197,0.385154649702379,0.408566821513849,0.408573625131855,0.0857182666703641,0.0857229084486486,0.425,0.409,0.25,18
"100",1,0.64,0.64,0,0,94.4,95.72,0.619310056938439,0.621086633672841,0.396510517937015,0.394453864687458,0.444443068403595,0.443774953791213,0.13138569900212,0.133269304654319,0,0,0.543449205484612,190
"101",1,0,0,0,0,100,100,0.401379310344828,0.401379310344828,0.395238095238095,0.395238095238095,0.382278663500948,0.382278663500948,0.0339152558391744,0.0339152558391744,1,1,0.912658212289529,191
"102",1,0.04,0.04,0,0,99.6,99.72,0.462962962962963,0.463571428571429,0.394126984126984,0.393796653796654,0.398311051607189,0.398305108822732,0.0626487111616089,0.0630452466530401,0.92,0.92,0.810222922499168,192
"103",1,0.08,0.08,0,0,99.2,99.32,0.49352323838081,0.49316091954023,0.39624649859944,0.395809523809524,0.407870979546044,0.407513678186082,0.0756563639272409,0.0757147707876207,0.2,0.2,0.759954333755585,193
"104",1,0.24,0.24,0,0,98,98.48,0.560337814995392,0.560572191974188,0.398661454909133,0.397775335775336,0.427476592369551,0.427005346245081,0.105642870016354,0.106227374355722,0.04,0.04,0.591818762275568,194
"105",1,0.64,0.64,0,0,94.4,95.72,0.619310056938439,0.621086633672841,0.396510517937015,0.394453864687458,0.444443068403595,0.443774953791213,0.13138569900212,0.133269304654319,0,0,0.543449205484612,195
"106",1,0,0,0,0,100,100,0.401379310344828,0.401379310344828,0.395238095238095,0.395238095238095,0.382278663500948,0.382278663500948,0.0339152558391744,0.0339152558391744,1,1,0.912658212289529,196
"107",1,0.04,0.04,0,0,99.6,99.72,0.462962962962963,0.463571428571429,0.394126984126984,0.393796653796654,0.398311051607189,0.398305108822732,0.0626487111616089,0.0630452466530401,0.92,0.92,0.810222922499168,197
"108",1,0.08,0.08,0,0,99.2,99.32,0.49352323838081,0.49316091954023,0.39624649859944,0.395809523809524,0.407870979546044,0.407513678186082,0.0756563639272409,0.0757147707876207,0.2,0.2,0.759954333755585,198
"109",1,0.24,0.24,0,0,98,98.48,0.560337814995392,0.560572191974188,0.398661454909133,0.397775335775336,0.427476592369551,0.427005346245081,0.105642870016354,0.106227374355722,0.04,0.04,0.591818762275568,199
"110",1,0.61,0.566,0,0,86.18,87.824,0.571733045845488,0.571350196432551,0.381271161187534,0.383518378383472,0.425873819673066,0.42610291502176,0.11004001638706,0.110235757800337,0.077,0.066,0.25,19
"111",1,0,0,0,0,100,100,0.391896551724138,0.391896551724138,0.391642857142857,0.391642857142857,0.377086140069773,0.377086140069773,0.0315943256883543,0.0315943256883543,0.983,0.983,1,1
